77,ARCHIE,GATO,MACHO,43398,A,43428,MAL ,
78,RODOLFO,GATO ,MACHO,43399,A,43429,MAL ,
79,PEPE,GATO ,HEMBRA,43400,A,43430,BIEN ,
80,IMANOL,GATO,HEMBRA,43401,NA,43431,BIEN ,
81,ALMO,GATO,MACHO,43402,NA,43432,MAL,
82,ABEL,PERRO,MACHO,43403,A,43433,MAL,
83,ROMEO,PERRO,MACHO,43404,NA,43434,BIEN ,
84,ANDREU,PERRO,HEMBRA ,43405,NA,43435,BIEN ,
85,FELI ,PERRO,MACHO,43406,A,43436,BIEN ,
86,TRITAN,PERRO,MACHO,43407,A,43437,BIEN ,
87,ISAAC,GATO,MACHO,43408,NA,43438,MAL,
88,MARCO,PERRO,HEMBRA,43409,A,43439,MAL,
89,DEAN,PERRO,HEMBRA,43410,NA,43440,MAL,
90,DIDAC,GATO,MACHO,43411,A,43441,MUY BIEN ,
91,DINO,PERRO,HEMBRA,43412,A,43442,BIEN ,
92,JULY,GATO,MACHO,43413,NA,43443,BIEN ,
93,DIONISIO,GATO,HEMBRA,43414,A,43444,BIEN ,
94,ASIER,PERRO,MACHO,43415,NA,43445,MUY MAL,
95,DOROTEO,GATO ,MACHO,43416,NA,43446,MY BIEN ,
96,OLIVER,GATO,HEMBRA,43417,A,43447,MAL,
97,DAMIAN,PERRO,MACHO,43418,A,43448,BIEN ,
98,LUCO,GATO,HEMBRA,43419,A,43449,BIEN ,
99,NICO,PERRO,MACHO,43420,NA,43450,MAL ,
100,GUNNAR,PERRO,MACHO,43421,A,43451,MUY BIEN ,
101,NESTOR,GATO,HEMBRA,43422,NA,43452,MUY BIEN ,
102,LUCKY,PERRO,MACHO,43423,NA,43453,BIEN,
103,GABRIEL,PERRO,HEMBRA,43424,A,43454,MUY BIEN,
104,SOLO,GATO,HEMBRA,43425,A,43455,MAL,
105,LORCA,GATO,HEMBRA,43426,A,43456,BIEN,
106,SATO,PERRO,MACHO,43427,NA,43457,MAL,
107,HARLEY,GATO,MACHO,43428,NA,43458,BIEN,
108,GODJA,PERRO,MACHO,43429,A,43459,MUY MAL,
109,BARTOLO,GATO,MACHO,43430,A,43460,MAL,
110,AUSTIN,GATO,MACHO,43431,A,43461,MUY BIEN,
111,AHARÓN,GATO,HEMBRA,43432,A,43462,BIEN,
112,AXEL,PERRO,MACHO,43433,A,43463,MAL,
113,ABEL,PERRO,MACHO,43434,A,43464,MAL,
114,BAILEY,GATO,HEMBRA,43435,A,43465,MAL,
115,ABELARDO,PERRO,HEMBRA,43436,NA,43466,BIEN,
116,BRANDY ,GATO,MACHO,43437,NA,43467,MAL,
117,ABIGAL,PERRO,MACHO,43438,A,43468,MUY BIEN,
118,MAX,PERRO,MACHO,43439,A,43469,MUY MAL,
119,ABRAHAM,PERRO,MACHO,43440,A,43470,MAL,
120,COOPER,GATO,HEMBRA ,43441,A,43471,MAL,
121,ABSALON,GATO,HEMBRA,43442,A,43472,BIEN,
122,LINDO,PERRO,HEMBRA,43443,A,43473,BIEN,
123,ADALBERTO,GATO,MACHO,43444,NA,43474,MAL ,
124,LILO,GATO,HEMBRA,43445,NA,43475,MAL,
125,ADINO,PERRO,MACHO,43446,NA,43476,MAL,
126,BRUDDY,GATO,MACHO,43447,A,43477,BIEN,
127,ADELARDO,PERRO,HEMBRA,43448,NA,43478,MUY MAL,
128,AMI,GATO,MACHO,43449,NA,43479,MAL,
129,ADULFO,GATO ,MACHO,43450,NA,43480,MAL,
130,ROCKY,GATO ,MACHO,43451,NA,43481,MAL,
131,ADOLFO,GATO,HEMBRA,43452,A,43482,MUY BIEN ,
132,OSO,GATO,MACHO,43453,A,43483,MAL ,
133,ADONIS,PERRO,MACHO,43454,A,43484,MAL,
134,NEAR,PERRO,HEMBRA,43455,A,43485,MAL,
135,ADRIAN,PERRO,MACHO,43456,A,43486,MAL,
136,BEAR,PERRO,HEMBRA,43457,A,43487,MAL,
137,JACK,PERRO,MACHO,43458,A,43488,MUY BIEN ,
138,ADRIANO,GATO,MACHO,43459,NA,43489,MUY MAL,
139,OLIVER,PERRO,HEMBRA,43460,NA,43490,BIEN,
140,AGAMENON,PERRO,HEMBRA,43461,NA,43491,BIEN,
141,BOCHITO ,GATO,MACHO,43462,NA,43492,MAL,
142,BUTCH ,PERRO,MACHO,43463,NA,43493,MUY MAL,
143,TEDDY,GATO,MACHO,43464,NA,43494,MUY BIEN,
144,BUZZ,GATO,HEMBRA ,43465,A,43495,MAL,
145,BOOMER,PERRO,MACHO,43466,A,43496,MAL,
146,BYRON,GATO ,MACHO,43467,A,43497,BIEN,
147,LEO,GATO,MACHO,43468,A,43498,BIEN,
148,CANDENCE,PERRO,HEMBRA,43469,A,43499,BIEN ,
149,NACHI,GATO,HEMBRA,43470,A,43500,MUY BIEN ,
150,CESAR,PERRO,MACHO,43471,NA,43501,MUY MAL,
151,NACHO,PERRO,HEMBRA,43472,NA,43502,MAL,
152,CAIN ,GATO,MACHO,43473,A,43503,MAL,
153,SAMY,PERRO,HEMBRA,43474,A,43504,BIEN,
154,CHEER,PERRO,MACHO,43475,A,43505,MUY MAL,
155,JOSEBA,GATO,MACHO,43476,NA,43506,BIEN ,
156,CHESTER,GATO,HEMBRA,43477,A,43507,MAL,
157,CAYO,PERRO,MACHO,43478,NA,43508,MAL,
158,CASH,GATO,HEMBRA,43479,A,43509,MUY BIEN ,
159,CAYITO,PERRO,MACHO,43480,NA,43510,MUY MAL,
160,CASPER,GATO,MACHO,43481,NA,43511,MUY MAL,
161,CAYETANO,GATO,HEMBRA,43482,NA,43512,MAL,
162,HANERY,GATO,MACHO,43483,A,43513,MAL,
163,FIDEL,PERRO,HEMBRA,43484,A,43514,BIEN,
164,KODA,PERRO,HEMBRA,43485,A,43515,BIEN,
165,ANTON,GATO,HEMBRA,43486,A,43516,BIEN,
166,KJACKSON,PERRO,MACHO,43487,A,43517,BIEN ,
167,GOYO,GATO,MACHO,43488,NA,43518,MUY MAL,
168,RILEY,PERRO,MACHO,43489,A,43519,BIEN,
169,GOYITO,PERRO,MACHO,43490,A,43520,MAL,
170,ACE,PERRO,MACHO,43491,NA,43521,MUY MAL,
171,BARKLEY,GATO,HEMBRA,43492,NA,43522,MUY BIEN,
172,BARNIE,GATO,MACHO,43493,A,43523,MAL,
173,CHEWWY,PERRO,MACHO,43494,A,43524,BIEN,
174,BARON ,GATO,HEMBRA,43495,NA,43525,BIEN ,
175,BANDIT,GATO,HEMBRA,43496,NA,43526,MUY BIEN ,
176,BARRY,PERRO,MACHO,43497,A,43527,MUY BIEN ,
177,BAXTER,GATO,MACHO,43498,A,43528,MUY MAL,
178,SCOUT,PERRO,MACHO,43499,A,43529,MAL ,
179,CHECO,GATO,MACHO,43500,NA,43530,MAL ,
180,BASIL,GATO ,HEMBRA ,43501,NA,43531,BIEN ,
181,JONATHAN,GATO ,HEMBRA,43502,NA,43532,BIEN ,
182,RAUL,GATO,HEMBRA,43503,A,43533,MAL,
183,BEAN,GATO,MACHO,43504,A,43534,MAL,
184,BENNY,PERRO,HEMBRA,43505,A,43535,BIEN ,
185,KARIM,PERRO,MACHO,43506,A,43536,BIEN ,
186,BENSON ,PERRO,MACHO,43507,NA,43537,BIEN ,
187,BARULIO,PERRO,HEMBRA,43508,NA,43538,BIEN ,
188,BRAULIO,PERRO,MACHO,43509,NA,43539,MAL,
189,BENTLEY,GATO,MACHO,43510,NA,43540,MAL,
190,GERARD,PERRO,MACHO,43511,A,43541,MAL,
191,BERNARD,PERRO,HEMBRA,43512,A,43542,MUY BIEN ,
192,HERNAN,GATO,MACHO,43513,A,43543,BIEN ,
193,BILLY,PERRO,MACHO,43514,NA,43544,BIEN ,
194,CHENTE,GATO,HEMBRA,43515,NA,43545,BIEN ,
195,BEN,GATO,MACHO,43516,NA,43546,MUY MAL,
196,JAIRO,PERRO,HEMBRA,43517,NA,43547,MY BIEN ,
197,TOMAS,GATO ,MACHO,43518,NA,43548,MAL,
198,ERIK,GATO,MACHO,43519,A,43549,BIEN ,
199,MATIAS,PERRO,HEMBRA,43520,A,43550,BIEN ,
200,AGAPITO,GATO,HEMBRA,43521,NA,43551,MAL ,
201,KOLDO,PERRO,MACHO,43522,A,43552,MUY BIEN ,
202,AGAR,PERRO,MACHO,43523,A,43553,MUY BIEN ,
203,CLAUDIO,GATO,MACHO,43524,A,43554,BIEN,
204,AGUSTIN ,PERRO,HEMBRA ,43525,A,43555,MUY BIEN,
205,SAIMON,PERRO,MACHO,43526,NA,43556,MAL,
206,RENE,GATO,MACHO,43527,NA,43557,BIEN,
207,RAMON,GATO,MACHO,43528,NA,43558,MAL,
208,ROBERT,PERRO,HEMBRA,43529,A,43559,BIEN,
209,LOLO,GATO,HEMBRA,43530,A,43560,MUY MAL,
210,APOLO,PERRO,MACHO,43531,A,43561,MAL,
211,ALDO,GATO,HEMBRA,43532,A,43562,MUY BIEN,
212,BUSTER,GATO,MACHO,43533,A,43563,BIEN,
213,BENJA,GATO,HEMBRA,43534,A,43564,MAL,
214,MANU,PERRO,MACHO,43535,A,43565,MAL,
215,LUCIO,PERRO,MACHO,43536,A,43566,MAL,
216,OCTAVIO,GATO,HEMBRA,43537,A,43567,BIEN,
217,MANU,PERRO,MACHO,43538,NA,43568,MAL,
218,AURELIO,GATO,HEMBRA,43539,NA,43569,MUY BIEN,
219,OSCAR,PERRO,MACHO,43540,NA,43570,MUY MAL,
220,CIPER,PERRO,MACHO,43541,NA,43571,MAL,
221,DARWIN,PERRO,HEMBRA,43542,NA,43572,MAL,
222,AERO,GATO,MACHO,43543,A,43573,BIEN,
223,ALONSO,GATO,HEMBRA,43544,A,43574,BIEN,
224,LALO,PERRO,HEMBRA,43545,A,43575,MAL ,
225,GEORGE,GATO,HEMBRA,43546,A,43576,MAL,
226,ADRIA,GATO,MACHO,43547,NA,43577,MAL,
227,JORGE,PERRO,MACHO,43548,NA,43578,BIEN,
228,RAFA,GATO,MACHO,43549,NA,43579,MUY MAL,
229,BRANDO,PERRO,MACHO,43550,NA,43580,MAL,
230,ORIOL,GATO,MACHO,43551,A,43581,MAL,
231,FELIX,GATO ,HEMBRA,43552,A,43582,MAL,
232,IKER,GATO ,MACHO,43553,A,43583,MUY BIEN ,
233,JACOBO,GATO,MACHO,43554,A,43584,MAL ,
234,MIKEL,GATO,HEMBRA,43555,A,43585,MAL,
235,BOCO,PERRO,HEMBRA,43556,A,43586,MAL,
236,ALEXANDER,PERRO,MACHO,43557,A,43587,MAL,
237,KIKO,PERRO,MACHO,43558,A,43588,MAL,
238,ALFIE,PERRO,MACHO,43559,A,43589,MUY BIEN ,
239,MARIO,PERRO,MACHO,43560,A,43590,MUY MAL,
240,ALFORD,GATO,HEMBRA ,43561,A,43591,BIEN,
241,FERNANDO,PERRO,HEMBRA,43562,NA,43592,BIEN,
242,ALI,PERRO,HEMBRA,43563,NA,43593,MAL,
243,AGUSTIN,GATO,MACHO,43564,NA,43594,MUY MAL,
244,ALISTAR,PERRO,HEMBRA,43565,NA,43595,MUY BIEN,
245,ELIAN,GATO,MACHO,43566,NA,43596,MAL,
246,ALVIN,GATO,MACHO,43567,NA,43597,MAL,
247,BOOMER,PERRO,HEMBRA,43568,NA,43598,BIEN,
248,AMOS,GATO ,MACHO,43569,NA,43599,BIEN,
249,BOWIE,GATO,MACHO,43570,A,43600,BIEN ,
250,ANDRE,PERRO,MACHO,43571,A,43601,MUY BIEN ,
251,BRADFORD,GATO,HEMBRA,43572,A,43602,MUY MAL,
252,ARISTEO,PERRO,MACHO,43573,A,43603,MAL,
253,BRADLEY,PERRO,MACHO,43574,A,43604,MAL,
254,ALM,GATO,HEMBRA,43575,A,43605,BIEN,
255,BRADY,PERRO,MACHO,43576,NA,43606,MUY MAL,
256,MATI,PERRO,HEMBRA,43577,NA,43607,BIEN ,
257,BRAXON,GATO,MACHO,43578,NA,43608,MAL,
258,CHARLIE,GATO,MACHO,43579,NA,43609,MAL,
259,BROCK,PERRO,HEMBRA,43580,A,43610,MUY BIEN ,
260,CHOCHO,GATO,HEMBRA,43581,A,43611,MUY MAL,
261,BRIHAN,PERRO,MACHO,43582,A,43612,MUY MAL,
262,LUCAS,GATO,MACHO,43583,A,43613,MAL,
263,BALU,GATO,MACHO,43584,A,43614,MAL,
264,SANTI,GATO,HEMBRA ,43585,A,43615,BIEN,
265,BROWNIE,PERRO,MACHO,43586,NA,43616,BIEN,
266,BETO,PERRO,MACHO,43587,NA,43617,BIEN,
267,BRUCE,GATO,MACHO,43588,NA,43618,BIEN ,
268,XIMO,PERRO,HEMBRA,43589,A,43619,MUY MAL,
269,BRUTUS,GATO,HEMBRA,43590,A,43620,BIEN,
270,BORJA,PERRO,MACHO,43591,NA,43621,MAL,
271,BRYCE,PERRO,HEMBRA,43592,NA,43622,MUY MAL,
272,ANDY,PERRO,MACHO,43593,A,43623,MUY BIEN,
273,BUBA,GATO,HEMBRA,43594,A,43624,MAL,
274,ARISTEO,GATO,MACHO,43595,A,43625,BIEN,
275,ARIS ,PERRO,MACHO,43596,A,43626,BIEN ,
276,BUCCKY,GATO,HEMBRA,43597,A,43627,MUY BIEN ,
277,ANDREO,GATO,MACHO,43598,A,43628,MUY BIEN ,
278,AGUSTINO,PERRO,HEMBRA,43599,NA,43629,MUY MAL,
279,ARTURO,GATO,MACHO,43600,NA,43630,MAL ,
280,ADREI,PERRO,MACHO,43601,A,43631,MAL ,
281,ARCHIE,GATO,HEMBRA,43602,NA,43632,BIEN ,
282,RODOLFO,GATO ,MACHO,43603,NA,43633,BIEN ,
283,PEPE,GATO ,HEMBRA,43604,A,43634,MAL,
284,IMANOL,GATO,HEMBRA,43605,A,43635,MAL,
285,ALMO,GATO,HEMBRA,43606,NA,43636,BIEN ,
286,ABEL,PERRO,MACHO,43607,A,43637,BIEN ,
287,ROMEO,PERRO,MACHO,43608,NA,43638,BIEN ,
288,ANDREU,PERRO,MACHO,43609,A,43639,BIEN ,
289,FELI ,PERRO,MACHO,43610,A,43640,MAL,
290,TRITAN,PERRO,MACHO,43611,NA,43641,MAL,
291,ISAAC,GATO,HEMBRA,43612,A,43642,MAL,
292,MARCO,PERRO,MACHO,43613,NA,43643,MUY BIEN ,
293,DEAN,PERRO,MACHO,43614,NA,43644,BIEN ,
294,DIDAC,GATO,HEMBRA,43615,A,43645,BIEN ,
295,DINO,PERRO,HEMBRA,43616,A,43646,BIEN ,
296,JULY,GATO,MACHO,43617,A,43647,MUY MAL,
297,DIONISIO,GATO,MACHO,43618,NA,43648,MY BIEN ,
298,ASIER,PERRO,MACHO,43619,A,43649,MAL,
299,DOROTEO,GATO ,MACHO,43620,NA,43650,BIEN ,
300,OLIVER,GATO,HEMBRA ,43621,NA,43651,BIEN ,
301,DAMIAN,PERRO,HEMBRA,43622,A,43652,MAL ,
302,LUCO,GATO,HEMBRA,43623,A,43653,MUY BIEN ,
303,NICO,PERRO,MACHO,43624,A,43654,MUY BIEN ,
304,GUNNAR,PERRO,HEMBRA,43625,NA,43655,MUY BIEN ,
305,NESTOR,GATO,MACHO,43626,NA,43656,MUY MAL,
306,LUCKY,PERRO,MACHO,43627,A,43657,MUY MAL,
307,GABRIEL,PERRO,HEMBRA,43628,A,43658,MAL,
308,SOLO,GATO,MACHO,43629,A,43659,MAL,
309,LORCA,GATO,MACHO,43630,A,43660,BIEN,
310,SATO,PERRO,MACHO,43631,A,43661,BIEN,
311,HARLEY,GATO,HEMBRA,43632,A,43662,BIEN,
312,GODJA,PERRO,MACHO,43633,A,43663,BIEN ,
313,BARTOLO,GATO,MACHO,43634,NA,43664,MUY MAL,
314,AUSTIN,GATO,HEMBRA,43635,NA,43665,BIEN,
315,AHARÓN,GATO,MACHO,43636,A,43666,MAL,
316,AXEL,PERRO,HEMBRA,43637,A,43667,MUY MAL,
317,ABEL,PERRO,MACHO,43638,A,43668,MUY BIEN,
318,BAILEY,GATO,MACHO,43639,A,43669,MAL,
319,ABELARDO,PERRO,HEMBRA,43640,A,43670,BIEN,
320,BRANDY ,GATO,HEMBRA,43641,A,43671,BIEN ,
321,ABIGAL,PERRO,MACHO,43642,NA,43672,MUY BIEN ,
322,MAX,PERRO,MACHO,43643,NA,43673,MUY BIEN ,
323,ABRAHAM,PERRO,MACHO,43644,NA,43674,MUY MAL,
324,COOPER,GATO,HEMBRA ,43645,A,43675,MAL ,
325,ABSALON,GATO,MACHO,43646,NA,43676,MAL ,
326,LINDO,PERRO,MACHO,43647,NA,43677,BIEN ,
327,ADALBERTO,GATO,MACHO,43648,NA,43678,BIEN ,
328,LILO,GATO,HEMBRA,43649,NA,43679,MAL,
329,ADINO,PERRO,HEMBRA,43650,A,43680,MAL,
330,BRUDDY,GATO,MACHO,43651,A,43681,BIEN ,
331,ADELARDO,PERRO,HEMBRA,43652,A,43682,BIEN ,
332,AMI,GATO,MACHO,43653,A,43683,BIEN ,
333,ADULFO,GATO ,HEMBRA,43654,A,43684,BIEN ,
334,ROCKY,GATO ,MACHO,43655,A,43685,MAL,
335,ADOLFO,GATO,MACHO,43656,A,43686,MAL,
336,OSO,GATO,HEMBRA,43657,NA,43687,MAL,
337,ADONIS,PERRO,MACHO,43658,NA,43688,MUY BIEN ,
338,NEAR,PERRO,HEMBRA,43659,NA,43689,BIEN ,
339,ADRIAN,PERRO,MACHO,43660,NA,43690,BIEN ,
340,BEAR,PERRO,MACHO,43661,NA,43691,BIEN ,
341,JACK,PERRO,HEMBRA,43662,NA,43692,MUY MAL,
342,ADRIANO,GATO,MACHO,43663,A,43693,MY BIEN ,
343,OLIVER,PERRO,HEMBRA,43664,A,43694,MAL,
344,AGAMENON,PERRO,HEMBRA,43665,A,43695,BIEN ,
345,BOCHITO ,GATO,HEMBRA,43666,A,43696,BIEN ,
346,BUTCH ,PERRO,MACHO,43667,A,43697,MAL ,
347,TEDDY,GATO,MACHO,43668,A,43698,MUY BIEN ,
348,BUZZ,GATO,MACHO,43669,NA,43699,MUY BIEN ,
349,BOOMER,PERRO,MACHO,43670,NA,43700,MUY BIEN ,
350,BYRON,GATO ,MACHO,43671,A,43701,MUY MAL,
351,LEO,GATO,HEMBRA,43672,A,43702,MUY MAL,
352,CANDENCE,PERRO,MACHO,43673,A,43703,MAL,
353,NACHI,GATO,MACHO,43674,NA,43704,MAL,
354,CESAR,PERRO,HEMBRA,43675,A,43705,BIEN,
355,NACHO,PERRO,HEMBRA,43676,NA,43706,BIEN,
356,CAIN ,GATO,MACHO,43677,A,43707,BIEN,
357,SAMY,PERRO,MACHO,43678,NA,43708,BIEN ,
358,CHEER,PERRO,MACHO,43679,NA,43709,MUY MAL,
359,JOSEBA,GATO,MACHO,43680,NA,43710,BIEN,
360,CHESTER,GATO,HEMBRA ,43681,A,43711,MAL,
361,CAYO,PERRO,HEMBRA,43682,A,43712,MUY MAL,
362,CASH,GATO,HEMBRA,43683,A,43713,MUY BIEN,
363,CAYITO,PERRO,MACHO,43684,A,43714,MAL,
364,CASPER,GATO,HEMBRA,43685,A,43715,BIEN,
365,CAYETANO,GATO,MACHO,43686,NA,43716,BIEN ,
366,HANERY,GATO,MACHO,43687,A,43717,MUY BIEN ,
367,FIDEL,PERRO,HEMBRA,43688,A,43718,MUY BIEN ,
368,KODA,PERRO,MACHO,43689,NA,43719,MUY MAL,
369,ANTON,GATO,MACHO,43690,NA,43720,MAL ,
370,KJACKSON,PERRO,MACHO,43691,A,43721,MAL ,
371,GOYO,GATO,HEMBRA,43692,A,43722,BIEN ,
372,RILEY,PERRO,MACHO,43693,NA,43723,BIEN ,
373,GOYITO,PERRO,MACHO,43694,NA,43724,MAL,
374,ACE,PERRO,HEMBRA,43695,A,43725,MAL,
375,BARKLEY,GATO,MACHO,43696,A,43726,BIEN ,
376,BARNIE,GATO,HEMBRA,43697,A,43727,BIEN ,
377,CHEWWY,PERRO,MACHO,43698,NA,43728,BIEN ,
378,BARON ,GATO,MACHO,43699,NA,43729,BIEN ,
379,BANDIT,GATO,HEMBRA,43700,NA,43730,MAL,
380,BARRY,PERRO,HEMBRA,43701,A,43731,MAL,
381,BAXTER,GATO,MACHO,43702,A,43732,MAL,
382,SCOUT,PERRO,MACHO,43703,A,43733,MUY BIEN ,
383,CHECO,GATO,MACHO,43704,A,43734,BIEN ,
384,BASIL,GATO ,HEMBRA ,43705,NA,43735,BIEN ,
385,JONATHAN,GATO ,MACHO,43706,NA,43736,BIEN ,
386,RAUL,GATO,MACHO,43707,NA,43737,MUY MAL,
387,BEAN,GATO,MACHO,43708,NA,43738,MY BIEN ,
388,BENNY,PERRO,HEMBRA,43709,A,43739,MAL,
389,KARIM,PERRO,HEMBRA,43710,A,43740,BIEN ,
390,BENSON ,PERRO,MACHO,43711,A,43741,BIEN ,
391,BARULIO,PERRO,HEMBRA,43712,NA,43742,MAL ,
392,BRAULIO,PERRO,MACHO,43713,NA,43743,MUY BIEN ,
393,BENTLEY,GATO,HEMBRA,43714,NA,43744,MUY BIEN ,
394,GERARD,PERRO,MACHO,43715,NA,43745,MY BIEN ,
395,BERNARD,PERRO,MACHO,43716,NA,43746,MAL,
396,HERNAN,GATO,HEMBRA,43717,A,43747,BIEN ,
397,BILLY,PERRO,MACHO,43718,A,43748,BIEN ,
398,CHENTE,GATO,HEMBRA,43719,NA,43749,MAL ,
399,BEN,GATO,MACHO,43720,A,43750,MUY BIEN ,
400,JAIRO,PERRO,MACHO,43721,A,43751,MUY BIEN ,
401,TOMAS,GATO ,HEMBRA,43722,A,43752,MUY BIEN ,
402,ERIK,GATO,MACHO,43723,A,43753,MUY MAL,
403,MATIAS,PERRO,HEMBRA,43724,NA,43754,MUY MAL,
404,AGAPITO,GATO,HEMBRA,43725,NA,43755,MAL,
405,SAIMON,PERRO,HEMBRA,43726,NA,43756,MAL,
406,RENE,PERRO,MACHO,43727,A,43757,BIEN,
407,RAMON,GATO,MACHO,43728,A,43758,BIEN,
408,ROBERT,PERRO,MACHO,43729,A,43759,BIEN,
409,LOLO,PERRO,MACHO,43730,A,43760,BIEN ,
410,APOLO,GATO,MACHO,43731,A,43761,MUY MAL,
411,ALDO,GATO,HEMBRA,43732,A,43762,BIEN,
412,BUSTER,PERRO,MACHO,43733,A,43763,MAL,
413,BENJA,GATO,MACHO,43734,A,43764,MUY MAL,
414,MANU,PERRO,HEMBRA,43735,A,43765,MUY BIEN,
415,LUCIO,GATO,HEMBRA,43736,NA,43766,MAL,
416,OCTAVIO,GATO,MACHO,43737,NA,43767,BIEN,
417,MANU,GATO,MACHO,43738,NA,43768,BIEN ,
418,AURELIO,PERRO,MACHO,43739,NA,43769,MUY BIEN ,
419,OSCAR,PERRO,MACHO,43740,NA,43770,MUY BIEN ,
420,CIPER,GATO,HEMBRA ,43741,A,43771,MUY MAL,
421,DARWIN,PERRO,HEMBRA,43742,A,43772,MAL ,
422,AERO,GATO,HEMBRA,43743,A,43773,MAL ,
